Unnamed: 0,EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2407,2408,No,39,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,17123.0,17334,6,Y,Yes,13,3,4,80,2,21,4,3,19,9,15,2
2408,2409,No,58,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,,26076,1,Y,No,12,3,4,80,2,2,3,3,2,2,2,2
2409,2410,Yes,32,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,4883.0,22845,1,Y,No,18,3,1,80,1,10,3,3,10,4,1,1
2410,2411,Yes,39,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,,1,Single,3904.0,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3
2411,2412,No,30,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627.0,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7
2412,2413,No,36,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094.0,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7
2413,2414,No,46,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,3423.0,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7
2414,2415,No,28,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,6674.0,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
2415,2416,No,50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2
2416,2417,Yes,40,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,9094.0,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
2417,2418,Yes,52,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7
2418,2419,No,30,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,11916.0,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8
2419,2420,No,39,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534.0,13352,0,Y,No,11,3,1,80,0,9,6,3,8,7,1,7
2420,2421,No,31,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,9852.0,8935,1,Y,Yes,19,3,1,80,1,10,5,2,10,8,9,6
2421,2422,No,41,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,6151.0,22074,1,Y,No,13,3,1,80,0,19,4,3,19,2,11,9
2422,2423,Yes,31,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,,2,Single,2302.0,8319,1,Y,Yes,11,3,1,80,0,3,2,4,3,2,2,2
2423,2424,Yes,44,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362.0,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2
2424,2425,No,42,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,,3,Married,17861.0,26582,0,Y,Yes,13,3,4,80,0,21,3,2,20,8,2,10
2425,2426,No,55,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,19187.0,6992,4,Y,No,14,3,4,80,1,23,5,3,19,9,9,11
2426,2427,No,56,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,19717.0,4022,6,Y,No,14,3,1,80,0,36,4,3,7,3,7,7
2427,2428,No,40,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,3544.0,8532,9,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
2428,2429,No,34,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,,5494,0,Y,No,11,3,4,80,1,10,0,2,9,7,1,6
2429,2430,No,40,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,,22455,1,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
2430,2431,No,41,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,,4297,0,Y,No,17,3,4,80,1,10,2,3,9,3,1,7
2431,2432,No,35,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,4249.0,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1
2432,2433,No,51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026.0,17588,1,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
2433,2434,No,38,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7
2434,2435,No,34,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,6125.0,23553,1,Y,No,12,3,4,80,0,10,6,4,10,8,9,6
2435,2436,No,25,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3669.0,9075,3,Y,No,11,3,3,80,3,7,6,2,3,2,1,2
2436,2437,Yes,58,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,,1,Married,,12023,7,Y,Yes,14,3,4,80,0,31,0,2,10,9,5,9
2437,2438,No,40,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,2387.0,6762,3,Y,No,22,4,3,80,1,7,3,3,4,2,0,3
2438,2439,No,36,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,,1,Married,4639.0,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13
2439,2440,No,48,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8
2440,2441,No,27,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0
2441,2442,No,51,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142.0,24439,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
2442,2443,No,18,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611.0,19305,1,Y,No,15,3,3,80,0,0,5,4,0,0,0,0
2443,2444,No,35,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,5363.0,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0
2444,2445,No,27,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,,20392,3,Y,No,20,4,2,80,0,8,3,3,6,2,0,0
2445,2446,Yes,55,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695.0,9277,6,Y,Yes,17,3,3,80,0,24,2,2,19,7,3,8
2446,2447,No,56,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402.0,18235,4,Y,Yes,12,3,1,80,1,33,0,3,19,16,15,9
2447,2448,No,34,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0
2448,2449,No,40,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377.0,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8
2449,2450,No,34,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429.0,17491,4,Y,No,13,3,1,80,2,10,1,3,8,7,7,7
2450,2451,Yes,31,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,2785.0,11882,7,Y,No,14,3,3,80,0,3,3,4,1,0,0,0
2451,2452,Yes,35,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614.0,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2
2452,2453,No,38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610.0,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3
2453,2454,No,34,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687.0,6163,1,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
2454,2455,No,28,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
2455,2456,Yes,31,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7
2456,2457,No,39,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,,4,Married,,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
2457,2458,No,51,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596.0,15395,2,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
2458,2459,No,41,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467.0,13953,3,Y,Yes,14,3,1,80,2,12,4,2,6,2,3,3
2459,2460,No,37,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
2460,2461,No,33,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,,19293,6,Y,No,13,3,1,80,0,8,2,4,5,4,1,2
2461,2462,No,32,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,4078.0,20497,0,Y,Yes,13,3,1,80,3,4,3,2,3,2,1,2
2462,2463,No,39,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920.0,3449,3,Y,No,21,4,2,80,1,13,2,3,6,4,0,5
2463,2464,No,25,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232.0,12477,2,Y,No,11,3,2,80,0,6,3,2,3,2,1,2
2464,2465,No,52,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247.0,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2
2465,2466,No,43,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081.0,20003,1,Y,Yes,14,3,1,80,0,20,3,1,20,7,1,8
2466,2467,No,27,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769.0,7100,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
2467,2468,Yes,27,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394.0,25681,1,Y,Yes,13,3,4,80,0,8,2,3,8,2,7,7
2468,2469,No,26,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904.0,4050,0,Y,No,12,3,4,80,0,5,2,3,4,3,1,1
2469,2470,No,42,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799.0,16616,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
2470,2471,No,52,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,,1,Married,,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4
2471,2472,No,37,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629.0,19106,4,Y,No,18,3,1,80,0,8,6,3,3,2,0,2
2472,2473,No,35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362.0,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2
2473,2474,No,25,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2
2474,2475,No,26,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,,1,Single,,23577,0,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
2475,2476,No,29,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988.0,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
2476,2477,Yes,49,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284.0,22710,3,Y,No,20,4,1,80,0,20,2,3,4,3,1,3
2477,2478,Yes,29,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553.0,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
2478,2479,No,54,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,,5652,6,Y,No,19,3,4,80,0,29,3,2,20,7,12,7
2479,2480,No,58,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701.0,22456,3,Y,Yes,21,4,3,80,1,32,3,3,9,8,1,5
2480,2481,No,55,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,,4,Divorced,14732.0,12414,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
2481,2482,No,36,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,,2,Single,9278.0,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1
2482,2483,Yes,31,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,,16154,1,Y,No,12,3,2,80,0,1,3,3,1,0,0,0
2483,2484,No,30,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779.0,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
2484,2485,No,31,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422.0,8847,3,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
2485,2486,No,34,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996.0,20284,5,Y,No,14,3,3,80,2,10,2,3,4,3,1,3
2486,2487,Yes,31,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261.0,22262,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
2487,2488,No,27,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,,1,Married,2099.0,7679,0,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
2488,2489,No,36,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810.0,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8
2489,2490,No,36,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2
2490,2491,No,47,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,,10205,7,Y,No,12,3,3,80,1,17,2,2,6,5,1,2
2491,2492,Yes,25,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400.0,15182,3,Y,No,12,3,1,80,0,6,2,3,3,2,2,2
2492,2493,No,37,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500.0,25470,0,Y,No,14,3,1,80,0,7,2,1,6,5,1,3
2493,2494,No,56,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066.0,10494,2,Y,No,22,4,4,80,1,5,3,4,3,2,1,0
2494,2495,No,47,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169.0,26703,3,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
2495,2496,No,24,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,,3,Married,4162.0,15211,1,Y,Yes,12,3,3,80,2,5,3,3,5,4,0,3
2496,2497,No,32,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204.0,23343,4,Y,No,12,3,3,80,1,7,3,2,4,3,0,3
2497,2498,No,34,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294.0,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2
2498,2499,No,41,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127.0,5561,2,Y,Yes,12,3,1,80,0,7,5,2,4,2,0,3
2499,2500,No,40,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975.0,23099,3,Y,No,11,3,3,80,2,11,2,4,8,7,0,7
2500,2501,No,31,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,,4,Divorced,10793.0,8386,1,Y,No,18,3,1,80,1,13,5,3,13,7,9,9
2501,2502,Yes,46,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10096.0,15986,4,Y,No,11,3,1,80,1,28,1,4,7,7,4,3
2502,2503,Yes,39,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646.0,17181,2,Y,Yes,23,4,2,80,0,11,2,4,1,0,0,0
2503,2504,Yes,31,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7
2504,2505,No,45,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851.0,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7
2505,2506,No,31,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,,2,Single,2109.0,24609,9,Y,No,18,3,4,80,0,8,3,3,3,2,0,2
2506,2507,Yes,31,Travel_Frequently,523,Research & Development,2,3,Life Sciences,2,Male,94,3,1,,4,Married,3722.0,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2
2507,2508,No,45,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380.0,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2
2508,2509,No,48,Travel_Rarely,1221,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486.0,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
2509,2510,Yes,34,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,2742.0,3072,1,Y,No,15,3,4,80,0,2,0,3,2,2,2,2
2510,2511,No,40,Non-Travel,218,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757.0,25178,2,Y,No,11,3,3,80,1,16,5,3,9,8,4,8
2511,2512,No,28,Travel_Rarely,866,Sales,5,3,Medical,4,Male,84,3,2,,1,Single,8463.0,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3
2512,2513,No,44,Non-Travel,981,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3162.0,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3
2513,2514,No,53,Travel_Rarely,447,Research & Development,2,3,Medical,4,Male,39,4,4,,2,Single,16598.0,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8
2514,2515,No,49,Travel_Rarely,1495,Research & Development,5,4,Technical Degree,1,Male,96,3,2,,3,Married,6651.0,21534,2,Y,No,14,3,2,80,1,20,0,2,3,2,1,2
2515,2516,No,40,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,,3,Divorced,2345.0,8045,2,Y,No,14,3,3,80,1,8,3,4,3,1,1,2
2516,2517,No,44,Travel_Rarely,1467,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,3420.0,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3
2517,2518,No,33,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373.0,17456,0,Y,No,14,3,1,80,2,5,2,3,4,3,0,3
2518,2519,No,34,Travel_Rarely,1326,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759.0,15891,3,Y,No,18,3,4,80,0,15,2,3,13,9,3,12
2519,2520,No,30,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,,3,Married,5301.0,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2
2520,2521,No,42,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,,4,Single,3673.0,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8
2521,2522,No,44,Travel_Frequently,383,Sales,1,5,Marketing,1,Female,79,3,2,,3,Married,4768.0,9282,7,Y,No,12,3,3,80,1,11,4,2,1,0,0,0
2522,2523,No,30,Non-Travel,990,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274.0,7152,1,Y,No,13,3,2,80,2,1,2,2,1,0,0,0
2523,2524,No,57,Travel_Rarely,405,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,4900.0,2721,0,Y,No,24,4,1,80,1,13,2,2,12,9,2,8
2524,2525,No,49,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,,20948,3,Y,No,14,3,2,80,2,29,3,3,8,7,0,7
2525,2526,No,34,Travel_Frequently,829,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,,11929,7,Y,No,14,3,4,80,2,16,3,2,14,8,6,9
2526,2527,Yes,28,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,2909.0,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
2527,2528,Yes,29,Travel_Frequently,115,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765.0,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
2528,2529,Yes,34,Travel_Rarely,790,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,4599.0,7815,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
2529,2530,No,35,Travel_Rarely,660,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,2404.0,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
2530,2531,Yes,24,Travel_Frequently,381,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,3172.0,16998,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0
2531,2532,No,24,Non-Travel,830,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033.0,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
2532,2533,No,44,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209.0,19719,5,Y,Yes,18,3,2,80,0,16,2,2,2,2,2,2
2533,2534,No,29,Travel_Rarely,1246,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620.0,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4
2534,2535,No,30,Travel_Rarely,330,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064.0,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3
2535,2536,No,55,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035.0,16143,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
2536,2537,No,33,Travel_Rarely,1099,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,3838.0,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2
2537,2538,No,47,Travel_Rarely,571,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,4591.0,24200,3,Y,Yes,17,3,3,80,1,11,4,2,5,4,1,2
2538,2539,Yes,28,Travel_Frequently,289,Research & Development,2,2,Medical,3,Male,38,2,1,,1,Single,2561.0,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
2539,2540,No,28,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563.0,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
2540,2541,No,28,Travel_Frequently,467,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898.0,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
2541,2542,No,49,Travel_Rarely,271,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4789.0,23070,4,Y,No,25,4,1,80,1,10,3,3,3,2,1,2
2542,2543,No,29,Travel_Frequently,410,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180.0,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
2543,2544,No,28,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549.0,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
2544,2545,No,33,Travel_Rarely,516,Research & Development,8,5,Life Sciences,4,Male,69,3,2,,3,Single,,22049,2,Y,Yes,17,3,1,80,0,14,6,3,0,0,0,0
2545,2546,No,32,Travel_Rarely,495,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244.0,21072,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0
