EmployeeNumber,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
2598,No,23.0,Travel_Rarely,977,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,,12826,2,Y,No,16,3,4,80,1,,2,3,2,2,2,2
2599,No,36.0,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562.0,19711,3,Y,Yes,13,3,4,80,1,,3,3,3,2,0,2
2600,No,42.0,Travel_Rarely,1059,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613.0,26362,8,Y,No,22,4,4,80,0,24.0,2,3,1,0,0,1
2601,No,35.0,Travel_Rarely,750,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407.0,25348,1,Y,No,17,3,4,80,2,10.0,3,2,10,9,6,8
2602,No,,Travel_Frequently,653,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,,15332,1,Y,No,14,3,2,80,1,8.0,3,2,8,2,7,7
2603,No,40.0,Travel_Rarely,118,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,,11262,1,Y,No,15,3,3,80,1,,2,3,5,4,1,2
2604,No,,Travel_Rarely,990,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876.0,5855,5,Y,No,12,3,3,80,1,8.0,0,3,6,4,0,2
2605,No,35.0,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690.0,7713,1,Y,No,18,3,4,80,1,1.0,5,2,1,0,0,1
2606,No,46.0,Travel_Rarely,563,Sales,1,4,,4,Male,56,4,4,Manager,1,Single,17567.0,3156,1,Y,No,15,3,2,80,0,27.0,5,1,26,0,0,12
2607,Yes,28.0,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408.0,7324,1,Y,Yes,17,3,3,80,3,1.0,3,3,1,1,0,0
2608,No,22.0,Non-Travel,457,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814.0,10293,1,Y,Yes,14,3,2,80,0,4.0,2,2,4,2,1,3
2609,No,50.0,Travel_Frequently,1234,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,,20689,2,Y,Yes,15,3,3,80,1,32.0,3,3,30,8,12,13
2610,No,32.0,Travel_Rarely,634,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,,18783,3,Y,No,17,3,4,80,2,6.0,3,3,3,2,0,2
2611,No,44.0,Travel_Rarely,1313,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049.0,3549,0,Y,Yes,14,3,4,80,1,23.0,4,2,22,7,1,10
2612,No,30.0,Travel_Rarely,241,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,,5348,1,Y,No,12,3,2,80,1,6.0,3,2,6,4,1,1
2613,No,45.0,Travel_Rarely,1015,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769.0,23447,1,Y,Yes,14,3,1,80,0,,3,3,10,7,1,4
2614,No,45.0,Non-Travel,336,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385.0,24162,1,Y,No,15,3,1,80,1,10.0,2,3,10,7,4,5
2615,No,31.0,Travel_Frequently,715,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,,21602,7,Y,No,13,3,4,80,0,10.0,3,3,5,2,0,3
2616,No,36.0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663.0,12421,9,Y,Yes,12,3,2,80,2,7.0,2,3,3,2,1,1
2617,No,34.0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,,17000,1,Y,No,13,3,1,80,1,9.0,3,3,9,7,7,2
2618,No,49.0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211.0,22102,1,Y,No,14,3,4,80,1,10.0,3,2,9,6,1,4
2619,No,39.0,Travel_Rarely,1387,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377.0,3835,2,Y,No,13,3,4,80,3,,3,3,7,7,7,7
2620,No,27.0,Travel_Rarely,1302,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066.0,16290,1,Y,No,11,3,1,80,2,7.0,3,3,7,7,0,7
2621,No,35.0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208.0,26312,1,Y,No,11,3,4,80,0,16.0,2,3,16,15,1,10
2622,No,28.0,Travel_Rarely,580,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877.0,20460,0,Y,No,21,4,2,80,1,6.0,5,2,5,3,0,0
2623,No,21.0,Travel_Rarely,546,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117.0,26009,1,Y,No,18,3,3,80,0,,2,3,2,2,2,2
2624,Yes,18.0,Travel_Frequently,544,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,,18420,1,Y,Yes,12,3,3,80,0,0.0,2,4,0,0,0,0
2625,No,47.0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658.0,5220,3,Y,No,11,3,3,80,1,27.0,2,3,5,2,1,0
2626,No,39.0,Travel_Rarely,170,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069.0,10302,0,Y,No,15,3,4,80,1,11.0,3,3,10,8,0,7
2627,No,40.0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,,25800,1,Y,No,13,3,4,80,2,18.0,2,3,18,15,14,12
2628,No,35.0,Non-Travel,208,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148.0,12250,1,Y,No,12,3,4,80,1,,5,3,14,11,2,9
2629,No,37.0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768.0,26493,3,Y,No,17,3,1,80,3,9.0,2,2,4,3,0,2
2630,No,39.0,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042.0,3140,0,Y,No,13,3,4,80,0,10.0,2,1,9,2,3,8
2631,No,45.0,Travel_Rarely,1329,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770.0,5388,1,Y,No,19,3,1,80,2,10.0,3,3,10,7,3,9
2632,No,38.0,Travel_Rarely,397,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756.0,14199,3,Y,Yes,19,3,4,80,1,10.0,6,4,5,4,0,2
2633,Yes,35.0,Travel_Rarely,737,Sales,10,3,,4,Male,55,2,3,Sales Executive,1,Married,10306.0,21530,9,Y,No,17,3,3,80,0,15.0,3,3,13,12,6,0
2634,No,37.0,Travel_Rarely,1470,Research & Development,10,3,Medical,2,Female,71,3,1,Research Scientist,2,Married,3936.0,9953,1,Y,No,11,3,1,80,1,8.0,2,1,8,4,7,7
2635,No,40.0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,3,Female,84,3,3,Manufacturing Director,4,Single,7945.0,19948,6,Y,Yes,15,3,4,80,0,18.0,2,2,4,2,3,3
2636,No,44.0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,Male,37,3,2,Human Resources,4,Married,5743.0,10503,4,Y,Yes,11,3,3,80,0,14.0,3,3,10,7,0,2
2637,No,48.0,Travel_Frequently,365,Research & Development,4,5,Medical,3,Male,89,2,4,Manager,4,Married,15202.0,5602,2,Y,No,25,4,2,80,1,23.0,3,3,2,2,2,2
2638,Yes,35.0,Travel_Rarely,763,Sales,15,2,Medical,1,Male,59,1,2,Sales Executive,4,Divorced,5440.0,22098,6,Y,Yes,14,3,4,80,2,7.0,2,2,2,2,2,2
2639,No,24.0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,Female,32,3,1,Research Scientist,4,Single,,17218,1,Y,Yes,13,3,3,80,0,6.0,2,3,6,3,1,3
2640,No,,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517.0,22490,7,Y,No,17,3,1,80,0,,0,3,3,2,0,2
2641,No,27.0,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,,6297,2,Y,No,13,3,3,80,0,6.0,0,2,4,2,1,2
2642,Yes,40.0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166.0,3339,3,Y,Yes,14,3,2,80,0,10.0,3,1,4,2,0,3
2643,No,29.0,Travel_Rarely,469,Sales,10,3,Medical,3,Male,42,2,2,Sales Executive,3,Single,5869.0,23413,9,Y,No,11,3,3,80,0,8.0,2,3,5,2,1,4
2644,No,36.0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,Y,No,12,3,3,80,2,9.0,6,3,3,2,0,2
2645,No,25.0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,4,Male,77,4,2,Manufacturing Director,3,Divorced,,4973,1,Y,No,17,3,3,80,2,7.0,6,3,7,7,0,7
2646,No,39.0,Travel_Rarely,492,Research & Development,12,3,Medical,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,Y,No,21,4,3,80,0,,3,3,5,4,1,0
2647,No,49.0,Travel_Rarely,301,Research & Development,22,4,Other,1,Female,72,3,4,Research Director,2,Married,16413.0,3498,3,Y,No,16,3,2,80,2,,2,3,4,2,1,2
2648,No,50.0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5,Y,No,15,3,3,80,3,19.0,3,3,14,11,1,11
2649,No,20.0,Travel_Rarely,1141,Sales,2,3,Medical,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1,Y,No,19,3,1,80,0,2.0,3,3,2,2,2,2
2650,No,34.0,Travel_Rarely,1130,Research & Development,3,3,,4,Female,66,3,2,Research Scientist,2,Divorced,,19332,1,Y,No,12,3,3,80,1,,2,3,11,8,7,9
2651,No,36.0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2,Y,No,11,3,3,80,0,15.0,4,3,4,3,1,3
2652,No,49.0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,3,Female,41,2,4,Healthcare Representative,3,Married,,11652,2,Y,Yes,19,3,2,80,1,,3,3,15,11,2,12
2653,No,36.0,Non-Travel,894,Research & Development,1,4,Medical,4,Female,33,2,2,Manufacturing Director,3,Married,,15411,0,Y,No,15,3,3,80,0,4.0,6,3,3,2,1,2
2654,No,36.0,Travel_Rarely,1040,Research & Development,3,2,,4,Male,79,4,2,Healthcare Representative,1,Divorced,,26308,6,Y,No,20,4,1,80,1,,3,3,5,4,0,4
2655,No,54.0,Travel_Rarely,584,Research & Development,22,5,,2,Female,91,3,4,Manager,3,Married,17426.0,18685,3,Y,No,25,4,3,80,1,36.0,6,3,10,8,4,7
2656,No,43.0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,3,Male,65,2,4,Research Director,3,Married,,3525,1,Y,No,24,4,1,80,1,14.0,3,3,14,10,6,11
2657,Yes,35.0,Travel_Frequently,880,Sales,12,4,Other,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Y,Yes,24,4,1,80,0,13.0,2,4,11,9,6,7
2658,No,38.0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,Y,No,15,3,4,80,2,19.0,4,4,13,11,2,9
2659,No,29.0,Travel_Rarely,991,Sales,5,3,Medical,1,Male,43,2,2,Sales Executive,2,Divorced,4187.0,3356,1,Y,Yes,13,3,2,80,1,,3,2,10,0,0,9
2660,No,,Travel_Rarely,392,Sales,2,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,Y,No,14,3,3,80,2,6.0,5,3,6,2,0,4
2661,No,32.0,Travel_Rarely,977,Research & Development,2,3,Medical,4,Male,45,3,2,Research Scientist,2,Divorced,,25518,0,Y,No,13,3,3,80,2,10.0,4,2,9,5,1,6
2662,No,31.0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,,22589,1,Y,No,11,3,1,80,2,10.0,2,3,10,0,0,2
2663,No,49.0,Travel_Rarely,464,Research & Development,16,3,Medical,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Y,Yes,16,3,2,80,1,17.0,2,2,2,2,2,2
2664,No,38.0,Travel_Frequently,148,Research & Development,2,3,Medical,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1,Y,No,22,4,2,80,0,,3,3,4,3,3,3
2665,No,47.0,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972.0,21086,6,Y,No,14,3,3,80,3,29.0,2,3,3,2,1,2
2666,No,49.0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,Y,No,14,3,1,80,0,23.0,2,3,8,7,0,0
2667,No,41.0,Travel_Rarely,1206,Sales,23,2,Life Sciences,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Y,Yes,16,3,4,80,0,21.0,2,3,2,0,0,2
2668,No,20.0,Travel_Rarely,727,Sales,9,1,Life Sciences,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,Y,No,11,3,1,80,0,2.0,3,3,2,2,0,2
2669,No,33.0,Non-Travel,530,Sales,16,3,,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Y,Yes,25,4,3,80,1,7.0,2,3,6,5,1,2
2670,No,36.0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,Y,No,14,3,2,80,2,10.0,2,2,3,2,0,2
2671,No,44.0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,3,Female,44,3,1,Human Resources,4,Divorced,,4167,4,Y,Yes,18,3,1,80,3,8.0,2,3,2,2,2,2
2672,Yes,23.0,Travel_Rarely,1320,Research & Development,8,1,Medical,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Y,Yes,11,3,1,80,0,5.0,2,3,5,4,1,2
2673,No,38.0,Travel_Rarely,1495,Research & Development,4,2,,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,26176,7,Y,No,19,3,4,80,1,,5,2,0,0,0,0
2674,No,53.0,Travel_Rarely,1395,Research & Development,24,4,,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,Y,No,15,3,3,80,0,11.0,2,3,4,3,1,2
2675,Yes,48.0,Travel_Frequently,708,Sales,7,2,Medical,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Y,Yes,11,3,3,80,2,19.0,3,3,9,7,7,7
2676,Yes,32.0,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,Y,No,12,3,1,80,0,,2,3,1,0,0,0
2677,No,26.0,Non-Travel,786,Research & Development,7,3,Medical,4,Male,76,3,1,Laboratory Technician,4,Single,,11925,1,Y,No,20,4,3,80,0,,5,3,7,7,5,7
2678,No,55.0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,Y,No,12,3,4,80,1,8.0,1,3,4,2,1,2
2679,No,34.0,Travel_Rarely,1157,Research & Development,5,2,Medical,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,Y,No,14,3,3,80,1,15.0,3,4,15,10,4,13
2680,No,60.0,Travel_Rarely,370,Research & Development,1,4,Medical,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,Y,No,20,4,3,80,1,19.0,2,4,1,0,0,0
2681,No,33.0,Travel_Rarely,267,Research & Development,21,3,Medical,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,Y,No,18,3,4,80,3,14.0,6,3,14,11,2,13
2682,No,37.0,Travel_Frequently,1278,Sales,1,4,Medical,3,Male,31,1,2,Sales Executive,4,Divorced,,7677,1,Y,No,14,3,3,80,2,,2,2,6,3,1,3
2683,No,34.0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,Y,No,12,3,2,80,0,10.0,3,3,10,9,8,7
2684,Yes,23.0,Travel_Rarely,427,Sales,7,3,Life Sciences,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Y,Yes,21,4,2,80,1,,2,3,3,2,0,2
2685,No,44.0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Y,Yes,19,3,2,80,1,9.0,2,3,8,7,6,7
2686,No,35.0,Travel_Frequently,146,Research & Development,2,4,,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Y,Yes,14,3,3,80,0,6.0,2,4,5,4,1,4
2687,No,43.0,Travel_Rarely,1179,Sales,2,3,Medical,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Y,Yes,17,3,1,80,1,,3,3,10,9,8,8
2688,No,24.0,Travel_Rarely,581,Research & Development,9,3,,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,Y,No,16,3,4,80,1,5.0,1,3,5,3,0,4
2689,No,41.0,Travel_Rarely,918,Sales,6,3,Marketing,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,Y,No,12,3,2,80,0,10.0,3,3,10,8,8,7
2690,No,,Travel_Rarely,1082,Research & Development,9,4,Medical,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,Y,No,17,3,3,80,1,9.0,2,3,5,3,1,2
2691,No,36.0,Travel_Rarely,530,Sales,2,4,Life Sciences,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,Y,No,15,3,3,80,0,17.0,2,2,13,7,6,7
2692,No,45.0,Non-Travel,1238,Research & Development,1,1,Life Sciences,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,Y,No,23,4,4,80,1,25.0,3,2,23,15,14,4
2693,Yes,24.0,Travel_Rarely,240,Human Resources,22,1,Human Resources,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585,1,Y,No,11,3,3,80,1,1.0,2,3,1,0,0,0
2694,Yes,47.0,Travel_Frequently,1093,Sales,9,3,Life Sciences,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,Y,No,11,3,3,80,0,,3,1,23,5,14,10
2695,No,,Travel_Rarely,390,Research & Development,17,4,Medical,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,Y,No,15,3,3,80,3,,3,4,3,2,0,2
2696,No,,Travel_Rarely,1005,Research & Development,28,2,,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,Y,No,11,3,3,80,0,21.0,2,3,21,6,8,6
2697,No,32.0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,Y,No,13,3,1,80,1,10.0,3,2,5,2,1,3
2698,No,31.0,Travel_Rarely,741,Research & Development,2,4,,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,Y,No,14,3,4,80,1,6.0,2,4,5,2,0,3
2699,No,41.0,Non-Travel,552,Human Resources,4,3,Human Resources,3,Male,60,1,2,Human Resources,2,Married,,20794,6,Y,No,19,3,2,80,1,,4,3,3,2,1,2
2700,No,40.0,Travel_Rarely,369,Research & Development,8,2,,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Y,Yes,16,3,2,80,1,18.0,3,3,1,0,0,0
2701,No,24.0,Travel_Rarely,506,Research & Development,29,1,Medical,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,Y,No,13,3,2,80,3,,2,4,6,2,1,2
2702,No,46.0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,Y,No,14,3,4,80,0,19.0,3,3,10,7,0,9
2703,No,35.0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,Y,No,16,3,2,80,1,17.0,3,3,7,7,0,7
2704,No,30.0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,Y,No,12,3,2,80,1,10.0,2,2,10,0,0,8
2705,No,,Non-Travel,543,Sales,2,4,Marketing,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,Y,No,11,3,4,80,1,,3,1,1,0,0,0
2706,No,46.0,Travel_Rarely,1277,Sales,2,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Y,Yes,12,3,2,80,1,13.0,5,2,10,6,0,3
2707,Yes,36.0,Travel_Rarely,1456,Sales,13,5,Marketing,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,Y,Yes,13,3,2,80,3,16.0,3,3,2,2,2,2
2708,Yes,32.0,Travel_Rarely,964,Sales,1,2,Life Sciences,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147,6,Y,No,15,3,2,80,0,,2,3,0,0,0,0
2709,No,,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,Y,No,13,3,3,80,0,,3,1,3,2,1,2
2710,No,31.0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,Y,No,20,4,4,80,0,9.0,3,2,5,4,1,4
2711,No,39.0,Non-Travel,792,Research & Development,1,3,Life Sciences,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,Y,Yes,15,3,4,80,1,9.0,2,3,9,8,5,8
2712,No,32.0,Travel_Rarely,371,Sales,19,3,Life Sciences,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,Y,No,13,3,3,80,1,10.0,2,1,4,3,0,2
2713,No,40.0,Travel_Rarely,611,Sales,7,4,Medical,2,Male,88,3,5,Manager,2,Single,19833.0,4349,1,Y,No,14,3,2,80,0,,3,2,21,8,12,8
2714,No,45.0,Travel_Rarely,176,Human Resources,4,3,,3,Female,56,1,3,Human Resources,3,Married,,6595,4,Y,No,21,4,3,80,2,9.0,2,4,5,0,0,3
2715,No,30.0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,Y,No,16,3,4,80,0,10.0,2,3,9,7,0,7
2716,No,24.0,Travel_Frequently,897,Human Resources,10,3,Medical,1,Male,59,3,1,Human Resources,4,Married,2145.0,2097,0,Y,No,14,3,4,80,1,3.0,2,3,2,2,2,1
2717,Yes,30.0,Travel_Frequently,600,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,Y,No,11,3,3,80,1,,0,2,4,2,1,2
2718,No,,Travel_Rarely,1003,Sales,5,3,,1,Male,51,3,2,Sales Executive,3,Married,,20943,1,Y,No,19,3,3,80,1,6.0,3,3,5,2,0,2
2719,No,27.0,Travel_Rarely,1054,Research & Development,8,3,Medical,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,Y,No,11,3,3,80,0,6.0,5,2,6,2,1,4
2720,Yes,29.0,Travel_Rarely,428,Sales,9,3,Marketing,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,Y,No,13,3,3,80,0,,3,3,2,2,2,2
2721,No,29.0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,Y,Yes,12,3,4,80,0,,5,4,3,2,0,2
2722,No,30.0,Travel_Rarely,979,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,Y,No,11,3,1,80,1,,2,3,7,7,1,7
2723,No,34.0,Travel_Rarely,181,Research & Development,2,4,,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Y,Yes,14,3,1,80,3,6.0,3,3,5,0,1,2
2724,No,33.0,Non-Travel,1283,Sales,2,3,Marketing,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,Y,No,15,3,4,80,0,,2,2,11,7,1,7
2725,No,49.0,Travel_Rarely,1313,Sales,11,4,Marketing,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,Y,No,12,3,3,80,0,,1,4,5,1,0,4
2726,Yes,33.0,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,Y,Yes,20,4,3,80,0,11.0,2,2,0,0,0,0
2727,No,38.0,Travel_Frequently,594,Research & Development,2,2,Medical,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,Y,No,14,3,2,80,1,,4,2,6,1,0,5
2728,Yes,31.0,Travel_Rarely,1079,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,Y,No,13,3,1,80,3,10.0,2,3,1,0,0,0
2729,No,29.0,Travel_Rarely,590,Research & Development,4,3,,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,Y,No,13,3,3,80,1,1.0,2,3,1,0,0,0
2730,No,30.0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128,3,Y,No,16,3,3,80,1,,3,3,7,0,1,7
2731,No,32.0,Non-Travel,953,Research & Development,5,4,Technical Degree,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,Y,No,14,3,2,80,0,12.0,3,3,7,7,0,7
2732,No,38.0,Travel_Rarely,833,Research & Development,18,3,Medical,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Y,Yes,16,3,3,80,1,15.0,2,3,1,0,1,0
2733,Yes,43.0,Travel_Frequently,807,Research & Development,17,3,Technical Degree,3,Male,38,2,1,Research Scientist,3,Married,2437.0,15587,9,Y,Yes,16,3,4,80,1,6.0,4,3,1,0,0,0
2734,No,42.0,Travel_Rarely,855,Research & Development,12,3,Medical,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,Y,No,22,4,2,80,3,7.0,6,2,5,3,0,4
2735,No,55.0,Travel_Rarely,478,Research & Development,2,3,,3,Male,60,2,5,Research Director,1,Married,19038.0,19805,8,Y,No,12,3,2,80,3,34.0,2,3,1,0,0,0
2736,No,33.0,Non-Travel,775,Research & Development,4,3,,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,Y,No,15,3,4,80,2,11.0,2,2,9,8,1,7
